Step,TrueNoise,ResidualNoise
876,-0.20106382,0.00049440
877,-0.19902207,0.00063514
878,-0.19685773,0.00068912
879,-0.19457895,0.00061472
880,-0.19218531,0.00072476
881,-0.18968649,0.00075331
882,-0.18706926,0.00084401
883,-0.18435331,0.00083882
884,-0.18153196,0.00088611
885,-0.17860576,0.00085928
886,-0.17558299,0.00091160
887,-0.17245463,0.00085320
888,-0.16923566,0.00070568
889,-0.16592686,0.00065777
890,-0.16253150,0.00074218
891,-0.15904158,0.00076477
892,-0.15546684,0.00070757
893,-0.15180094,0.00085314
894,-0.14806057,0.00079114
895,-0.14424839,0.00093365
896,-0.14035540,0.00099928
897,-0.13638582,0.00096501
898,-0.13234625,0.00091509
899,-0.12824875,0.00095025
900,-0.12408706,0.00089164
901,-0.11986079,0.00074271
902,-0.11557451,0.00083489
903,-0.11123570,0.00094402
